"","1215","1272","1353","15","1558","1603","188","197","200","203","28","310","339","348","382","394","399","601","635","638","665","71","720","762","90","908","913","931","932","936","938","945","946","954","966","971","985","986","987","993","995","1243","1259","1270","1291","1306","1307","1310","1331","137","151","1525","194","202","305","324","57","76","767","94"
"Label","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"P61626","-0.105952029","-0.099689103","-0.973359241"," 1.220321017"," 0.212902960"," 0.031757698","-0.031296879","-0.070880490"," 0.247316721","-0.421516792"," 1.146718724"," 0.001433597","-0.250646567","-0.265592505","-0.357748897"," 0.510816273","-0.394790973","-0.229604382"," 1.165104671"," 0.204497645"," 0.431092423"," 0.241385986","-0.175450470"," 1.701405238","-0.486632015"," 0.194378746","-1.177038257","-0.625463628"," 0.022430834"," 0.608706168","-0.289313367","-0.195580465"," 0.600367168"," 1.342791597"," 0.428499297"," 0.337023333"," 0.278635383"," 0.696893370"," 0.450721312"," 0.161791202"," 0.961929698","-1.965497794","-0.415161321","-0.908068095","-0.291257271"," 0.523622781","-0.339577019","-0.831613815","-0.846276065","-0.290782829","-0.338936588","-0.049794422","-0.066087093","-0.408640141","-0.960264498","-0.288011965"," 0.466063705"," 0.923462283","-0.832627928","-0.128916928"
"P01591"," 0.313498827"," 0.241107512","-0.130277985"," 0.713428561"," 0.118926713","-0.217408571"," 0.510634060"," 0.329544970","-0.100246086","-0.148625767"," 0.726523005","-0.586241985","-0.523849983"," 0.075042307","-0.477025176","-0.114175058"," 0.125866773"," 0.186408265"," 0.854894094"," 0.296679999"," 0.224795837"," 0.811723290"," 0.263681585","-1.810860147","-0.137634342","-0.286058167","-1.345511160"," 0.003020172","-0.734161170"," 0.008995584","-0.222860978","-0.301986234"," 0.516044472"," 0.986899872","-0.123952417","-0.282868255","-0.346730308"," 0.494232108"," 0.676363458","-0.919762113"," 1.108823593","-0.171264164","-0.120392666"," 0.375443800","-0.025423951"," 0.608991402","-0.143819574","-0.226617065"," 0.375753379","-0.487088910","-0.081797346","-0.566136552"," 0.593863176","-0.023223894"," 0.286448324","-1.131608363"," 0.438194717"," 0.486363144","-0.927068742","-0.037515871"
"P10451"," 0.383947323"," 0.350303258"," 0.019903442"," 0.559133698"," 0.019351619"," 0.192692950"," 0.528003929","-0.273313158","-0.038963558","-0.357329896"," 0.766301607"," 0.245715970"," 0.126570673","-0.446642288","-0.449371364","-0.338081940","-0.158825776","-0.131044228"," 0.153600619"," 0.268865415"," 0.276424835","-0.083851265"," 0.047544912"," 0.916957351","-0.571654525","-0.245205366","-0.667504800","-0.308606313","-0.468276857","-0.303567969","-0.573550589"," 0.052519073","-0.022187191"," 0.846037614","-0.235809931","-0.068227915","-0.105742747"," 0.546413641"," 0.622635528","-1.270306772"," 1.607155741","-0.664692438"," 0.355329686"," 0.330285694","-0.288261293"," 0.281139511"," 0.434771695"," 0.525987929"," 0.188903558","-0.273932854","-0.418544524"," 0.277313224"," 0.614521937","-0.350470894","-0.570144038","-0.732933178","-0.001726784"," 0.215931708","-0.817624415","-0.517869277"
"P02647","-0.524189151","-0.474543344","-0.637021824"," 1.353098973","-0.809265062","-0.227524425"," 1.255438135"," 0.323541830"," 1.062243348","-0.114331355"," 0.299231708"," 0.309430112"," 0.761547125"," 0.106384052","-0.077761128","-0.253850123"," 0.185805512"," 0.136125129"," 0.409297597","-0.088730002"," 0.426356685","-1.089109797","-0.097216026"," 1.226802880"," 0.450239325"," 0.273090326","-0.460082358"," 0.078977764","-0.662005852"," 0.240810584","-0.198310588"," 0.338539430"," 0.130950820"," 0.758531698"," 0.216029261"," 0.177373639"," 0.188377063"," 0.218117386"," 0.615254725","-1.049062474"," 0.662995913","-1.644144425"," 0.008241914","-0.564269447","-0.879598608","-0.153765095","-0.307600976","-0.827223055","-0.330662876","-0.157053990"," 0.221458331","-0.395733848"," 0.843042155"," 0.118356695","-0.738916747","-0.201221182"," 0.035498277"," 0.674793183","-1.078384352","-0.064403466"
"S4R371","-0.29680578"," 0.18647001","-0.27116109","-0.91001114"," 0.30840746"," 1.30069434","-0.14264977"," 0.05167397","-0.37389566","-0.29947583","-1.03537065"," 0.55959252"," 0.17071262"," 1.07521690"," 1.37722554"," 0.93802389"," 0.16257018"," 0.50678058"," 0.65335159","-0.48419672"," 0.47402944","-0.10636213"," 1.01060867","-3.97047325","-0.42787642","-0.79724178","-0.68964959"," 0.39898478"," 0.29622718"," 0.17953998"," 0.13598014","-0.20936398"," 0.31408968"," 0.22264904","-0.07073304"," 0.03557580"," 0.57299204"," 0.46909356"," 0.38151693"," 0.18714540"," 0.47367959","-0.64872149"," 0.47261245"," 0.11733351","-0.34325987","-0.08580927"," 0.02512851"," 0.17508812"," 0.04126552","-1.36069712","-0.77690329"," 0.33980345"," 0.55534521","-0.32984091","-0.01101639","-1.32605410","-0.14712537"," 0.44834611"," 0.82774962","-0.33080971"
"Q13410","-0.401871107","-0.139394304"," 0.098505875"," 1.341472798","-0.002434819"," 0.637896023"," 0.471024538","-0.590445298","-0.268977576","-0.684615183"," 0.878513713","-0.032659988","-0.214226155","-0.646328722"," 0.030707489"," 0.077084073","-0.018215852","-0.163391627"," 0.177471854","-0.536556460","-0.363553397"," 0.255001916","-0.417405199"," 0.564837984"," 0.013980403"," 0.421603839","-0.924421455","-0.093050722"," 0.029625069"," 0.437430031","-0.046268011"," 0.288305677"," 0.571963782"," 1.358988480"," 0.594339036"," 0.074785058"," 0.197231440"," 0.200965637"," 0.627265325","-0.507316916"," 0.630672791","-1.137511659","-0.241185689"," 0.001584511","-0.723059501","-0.075976311","-0.384842308","-0.220488086"," 0.201088847","-0.568172226"," 0.018555621","-0.013406294"," 0.820507182","-0.524146904","-0.092266654","-0.579769954"," 0.268999710"," 0.721037244","-0.831035642","-0.568451927"
"P01859"," 0.13520615","-0.06100132"," 0.03819138"," 1.11276213","-0.27163566","-0.06634737","-3.57282355","-1.29862186"," 0.53345659"," 0.23403510"," 1.04780709"," 0.19449505"," 0.54839818"," 0.42415407"," 0.19604025"," 0.22316638","-0.02344042"," 0.53383671","-4.04428170","-0.13183223"," 0.12510025"," 0.33493686","-0.04139895","-0.68281354"," 0.16471882","-0.05495112","-0.52097332","-1.00853138"," 0.32514253"," 0.10154906"," 0.26324684"," 0.41508384"," 0.40647840"," 0.54462512"," 0.37202559"," 0.48651691"," 0.39393765"," 0.28185713"," 0.68000637","-0.58743722"," 1.16536209","-0.28915479"," 0.19930856"," 0.03137776","-0.14649888","-0.08135091"," 0.33026677"," 0.52654900","-0.25732488"," 0.18572628"," 0.41251390","-0.22519012"," 0.57823844"," 0.27196126","-0.53875767","-1.17865333"," 0.79723468"," 0.59483752","-0.30494836"," 0.17781786"
"P01034","-0.068972543","-0.226652066","-0.183451264"," 1.354015956","-0.848893520","-0.391055508"," 0.937328873","-0.004094833"," 0.056557006"," 0.455325380"," 0.683122145"," 0.247758042","-0.244696633","-0.638226830","-0.312446212","-0.056431631"," 0.626306569","-0.017747910","-0.326674110"," 0.105826468"," 0.361903394"," 0.031157513"," 0.548994659"," 0.532401144"," 0.714185562"," 0.207361262","-0.680597367","-0.179172702","-0.484960796"," 0.201652249","-0.347411400","-0.097066220"," 0.868960787"," 0.706243886"," 0.512782325"," 0.094462336"," 0.145167873"," 0.123759175"," 0.847526553","-1.239567346"," 1.014676731","-1.113216671","-0.528711648"," 0.125888640","-0.838437175","-0.221153092","-0.443103205","-0.850395286","-0.134406058"," 0.052820890"," 0.851575338","-1.250135080"," 0.239613118"," 0.074846720"," 0.357971064","-0.140536455"," 0.699888689"," 0.078053604","-0.776426756","-1.213493637"
