"","1215","1272","1353","15","1558","1603","188","197","200","203","28","310","339","348","382","394","399","601","635","638","665","71","720","762","90","908","913","931","932","936","938","945","946","954","966","971","985","986","987","993","995","1243","1259","1270","1291","1306","1307","1310","1331","137","151","1525","194","202","305","324","57","76","767","94"
"Label","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"P00709","33.8493182","33.5258748","25.8482977","32.1478988","24.1251268","32.4751645","25.4638367","20.8567236","32.2487509","17.5382528","24.6572000","21.8435877","19.9316099","22.2708380","20.0402815","30.3234987","24.1502670","21.5019695"," 9.8413218","21.2781454","19.3768946","21.8849343","22.7754734"," 8.7692570","26.5165732"," 0.2450262"," 0.1958505"," 0.2435097"," 0.2439809"," 0.2831013"," 0.2552234"," 0.2744977"," 0.2500089"," 0.2054101"," 0.2241402"," 0.2232933"," 0.2291384"," 0.1765672"," 0.2144898"," 0.2328741"," 0.2869156","17.6302827","23.6483802","27.5273687","32.0255018","24.8015411","34.8351137","27.3955169","25.6150598","22.8357113","29.0633746","23.7600215","27.0517982","25.0334816","22.5855666","24.8995396","23.8899246","26.8758614","19.2819805","24.9874850"
"P05814","14.3667716","16.7715996","30.1786937","31.8835949","36.4759841","21.0618583","24.0372944","37.5607295","26.1812122","43.9695534","35.4106231","22.8575089","31.8030573","16.1008532"," 9.1759039","12.8911402","10.3523259","12.9731340"," 9.9875879","10.8661900","12.6306300","20.7422209","11.5323926","12.0410964","26.4743124"," 0.2607172"," 0.2734681"," 0.2092729"," 0.2841061"," 0.2336529"," 0.2559899"," 0.2216215"," 0.2593807"," 0.4539826"," 0.2609183"," 0.2469473"," 0.2736513"," 0.2379803"," 0.2348346"," 0.2124984"," 0.1978961","27.7260669","19.7171192","16.5471623","15.0367529","16.2730264","14.8671173","14.4323447","28.3421869","25.2201800","23.1230023","21.6976077","24.3870930","20.2450438","12.7206986","12.8458638","28.7051332","28.3194266","10.1620266","23.3571042"
"P47710"," 8.83747449"," 9.22001102"," 8.01311633"," 6.86571218"," 8.20939428","10.32484620","14.49213423"," 6.24660791"," 6.07302762"," 6.89828932"," 9.13671826"," 9.94962224"," 7.96199838","10.18796557"," 8.46016839"," 9.55789346","12.61490957","10.12585504","14.49962563","11.29928642","11.55889986"," 8.24512781","10.97975701","19.58030263"," 9.32431532"," 0.11279447"," 0.08815657"," 0.14397336"," 0.09598734"," 0.10812715"," 0.09121392"," 0.09666937"," 0.09134481"," 0.08311158"," 0.14822638"," 0.12726095"," 0.10431750"," 0.12652713"," 0.13734818"," 0.11124018"," 0.09579609"," 8.97180566"," 8.65602193"," 8.24070901"," 7.67101519"," 8.04978385"," 7.58056273"," 6.59883214"," 6.20768503","10.60056424","12.86444216","11.13374259"," 8.57189467","10.18539996","10.72426628","10.72423479","11.28258487"," 7.80363521","10.44748983","11.98261714"
"P07498"," 9.32418116"," 8.03366101"," 9.12286341"," 7.19934172"," 5.38832089"," 6.20813663"," 8.21918515"," 6.65238358"," 6.13752238"," 7.32563027"," 7.96932240","10.69714068","10.44846786"," 7.36902474","12.72210469"," 8.04703237","12.61305872"," 9.62610745","19.96344097","11.66817330"," 8.84944774"," 7.82380428"," 9.79245161","12.22057851"," 9.77618099"," 0.06881407"," 0.07371749"," 0.09531703"," 0.06652841"," 0.06981638"," 0.06348648"," 0.08827194"," 0.07537344"," 0.05424198"," 0.06395240"," 0.07631808"," 0.07999412"," 0.09076491"," 0.08870574"," 0.09375252"," 0.07306302","10.08956093","11.93082316"," 9.44949747"," 8.21966340","10.57181258"," 9.37691992","10.61514060"," 7.84956581"," 9.68953711"," 7.68220942"," 8.72744485"," 9.13362435"," 8.11084634"," 8.76966230","10.41954711"," 8.72613443","10.23020200"," 9.44671671"," 9.18662120"
"P02788","7.16494094","5.94606160","4.59301213","4.16411757","4.87784094","7.42213624","5.41394279","7.23310665","5.65907191","5.03421157","5.28604226","4.17388560","6.55693984","6.13037835","7.60265981","5.34307858","6.39974505","9.25031721","8.15779440","8.30384867","7.48879379","7.46690994","6.04783690","7.46645615","5.74514916","0.07381609","0.06697679","0.05770186","0.06246527","0.06268891","0.05472446","0.08167569","0.05617243","0.04458872","0.05235107","0.07629670","0.06126151","0.07763689","0.07167816","0.05722335","0.06309245","7.30802518","8.40693377","7.28809665","6.41508281","9.28615485","8.07746873","9.52434420","6.64554113","8.96914109","5.07760031","6.63789400","8.10345223","7.35926375","9.82844243","7.97182518","5.61425165","5.54123467","8.46444584","8.30617661"
"P02768"," 5.17824954"," 5.17587564"," 5.61909879"," 4.79590917"," 7.43448289"," 5.69922871"," 5.37232077"," 4.20896390"," 5.37685017"," 5.52351321"," 3.84185131"," 6.39692158"," 4.74638564"," 5.18602456"," 5.74462047"," 5.31743925"," 6.37669352"," 7.22300900"," 7.88160707"," 7.32274626"," 7.22504325"," 4.48289688"," 6.36924223","10.12039841"," 4.13738048"," 0.04974517"," 0.06297030"," 0.04085735"," 0.04150374"," 0.04868020"," 0.04556863"," 0.04697052"," 0.04451277"," 0.02940067"," 0.04126383"," 0.05487183"," 0.04613979"," 0.04043105"," 0.04985115"," 0.04205768"," 0.04080246"," 3.59272681"," 8.08828420"," 6.69186378"," 6.41121364"," 6.60671424"," 7.12759640"," 8.31921834"," 5.48418752"," 6.08966343"," 4.70245106"," 7.05429162"," 4.29417266"," 5.29990214"," 6.17212172"," 7.40410334"," 4.01748111"," 5.47037872"," 6.82352815"," 5.08632061"
"P01876","2.60132219","3.25636131","2.22392650","1.54744685","2.45716200","1.66756210","2.87465114","2.74298513","2.61011655","2.22217294","2.03048437","1.51639971","3.18966744","3.64103145","3.35305840","2.73743106","3.14981536","2.77247710","1.82656642","3.70587478","3.23175614","3.76693644","3.58414688","1.60265567","2.87791523","0.01864082","0.01222117","0.03327746","0.01531411","0.01974450","0.02133879","0.01183848","0.02039772","0.01596970","0.02035657","0.01758304","0.01371810","0.03361565","0.02416108","0.01976023","0.02997885","3.06510087","2.44089738","3.37358984","2.97276021","2.44527133","1.91612511","2.58221257","2.26647058","2.00957840","1.89438152","2.28200128","3.03775388","2.87994125","4.10458120","1.55543058","3.32611401","2.32163013","2.51267070","2.49263214"
"P19835","3.24778526","3.13697307","3.13006297","3.05373161","2.21065392","4.52752560","3.47863540","2.36836397","3.08888721","1.97372938","2.84097086","3.88416798","2.05291544","3.15817806","3.11588514","2.15529853","2.49730554","4.51464778","1.15441278","3.38752906","3.32887611","2.70313071","3.31158639","2.02848298","3.50198212","0.04793220","0.02947080","0.03779282","0.02303744","0.03281909","0.03731650","0.03311598","0.03649628","0.01731180","0.03635220","0.03341435","0.04291918","0.02771782","0.03070411","0.01983051","0.02563015","2.33759939","4.09954130","5.39330034","3.77062162","3.31638563","3.60789941","3.61953857","5.01002916","3.10044123","5.97194024","3.28936320","3.28300908","7.82557412","3.34051666","2.92288043","2.64887633","2.75619665","4.06834591","3.03465097"
