"","1210","1243","1259","1260","1270","129","1291","1306","1307","1310","1312","1331","1345","137","151","1525","1696","185","194","202","305","323","324","327","346","350","355","357","359","57","667","699","759","76","767","924","94","979","119","1247","1277","1304","1325","1326","1335","1336","147","1503","1559","1594","1640","1643","1657","187","19","312","341","343","348","389","717","719","729","736","901","909","921","943","965","966","983","987","989","990","994","998","1215","1272","1353","15","1558","1603","188","197","200","203","28","310","339","382","394","399","601","635","638","665","71","720","762","90","908","913","931","932","936","938","945","946","954","971","985","986","993","995"
"Label","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"P00709","22.0152927","17.6302827","23.6483802","31.6782290","27.5273687","16.2443133","32.0255018","24.8015411","34.8351137","27.3955169","25.9759291","25.6150598","26.5198629","22.8357113","29.0633746","23.7600215","32.8783601","23.2063856","27.0517982","25.0334816","22.5855666","19.1122842","24.8995396","18.9768649","23.7066712","10.3968512","23.0164143","21.8470544","19.3110326","23.8899246","19.7092884","22.4976070","22.8998500","26.8758614","19.2819805"," 0.2323514","24.9874850"," 0.2097238","26.2860895","18.7280049","35.5100022","28.7779826","32.9739006","32.9151090","29.8880564","25.3927800","25.1380717","20.5770845","28.7522346","28.0807588","28.7516391","18.8633589","27.7624890","22.9314372","24.5738053","23.9727586","22.6652338","25.4321451","22.2708380","16.7118427","12.9761292","18.2637685","10.0402548","17.5550449"," 0.2100013"," 0.1952376"," 0.2197938"," 0.2791240"," 0.2799868"," 0.2241402"," 0.2873697"," 0.2144898"," 0.2049887"," 0.2930593"," 0.2535058"," 0.2258593","33.8493182","33.5258748","25.8482977","32.1478988","24.1251268","32.4751645","25.4638367","20.8567236","32.2487509","17.5382528","24.6572000","21.8435877","19.9316099","20.0402815","30.3234987","24.1502670","21.5019695"," 9.8413218","21.2781454","19.3768946","21.8849343","22.7754734"," 8.7692570","26.5165732"," 0.2450262"," 0.1958505"," 0.2435097"," 0.2439809"," 0.2831013"," 0.2552234"," 0.2744977"," 0.2500089"," 0.2054101"," 0.2232933"," 0.2291384"," 0.1765672"," 0.2328741"," 0.2869156"
"P05814","16.5779516","27.7260669","19.7171192","16.6450954","16.5471623","32.1077601","15.0367529","16.2730264","14.8671173","14.4323447","15.4199224","28.3421869","16.1458649","25.2201800","23.1230023","21.6976077","20.6831404","30.2499016","24.3870930","20.2450438","12.7206986","22.9279776","12.8458638","11.2482675","16.4411680","21.2885151","14.6638577","11.7853384","33.5222272","28.7051332","12.0350629"," 3.8181699","12.1360771","28.3194266","10.1620266"," 0.1990562","23.3571042"," 0.4018408","28.5093741","25.6978831","13.1067020","15.1410266","14.7116675","15.8163366","18.8090786","33.2035666","25.7244764","29.6744399","18.4974212","17.8317189","20.4505804","44.4166619","17.8353011","18.9851814","19.1648168","11.7656710","12.5473824","11.6419917","16.1008532","10.5715504"," 7.5112389","22.0260356","15.2887220","12.0884489"," 0.2384584"," 0.3170611"," 0.2475427"," 0.2500727"," 0.2347784"," 0.2609183"," 0.1859427"," 0.2348346"," 0.4160596"," 0.1866151"," 0.2282805"," 0.2773193","14.3667716","16.7715996","30.1786937","31.8835949","36.4759841","21.0618583","24.0372944","37.5607295","26.1812122","43.9695534","35.4106231","22.8575089","31.8030573"," 9.1759039","12.8911402","10.3523259","12.9731340"," 9.9875879","10.8661900","12.6306300","20.7422209","11.5323926","12.0410964","26.4743124"," 0.2607172"," 0.2734681"," 0.2092729"," 0.2841061"," 0.2336529"," 0.2559899"," 0.2216215"," 0.2593807"," 0.4539826"," 0.2469473"," 0.2736513"," 0.2379803"," 0.2124984"," 0.1978961"
"P47710"," 8.27049937"," 8.97180566"," 8.65602193","10.35021617"," 8.24070901"," 3.75766022"," 7.67101519"," 8.04978385"," 7.58056273"," 6.59883214","12.43615512"," 6.20768503"," 7.54167739","10.60056424","12.86444216","11.13374259"," 8.92050211"," 6.85765355"," 8.57189467","10.18539996","10.72426628"," 9.27959355","10.72423479","17.04032014","11.09219120","12.13359038","11.15193920"," 8.57296928","11.04762129","11.28258487","10.17224118","12.89128340","10.84651850"," 7.80363521","10.44748983"," 0.06278833","11.98261714"," 0.07613158"," 6.51233826"," 7.38364548"," 7.51366048"," 9.13399893"," 8.75530903"," 7.87856502","11.04009120"," 7.26436629"," 6.82903653"," 8.00191200"," 6.10780325"," 8.28156527","11.05044178"," 5.93649288"," 8.12869856","10.65965814","11.60645587"," 9.19736388","13.46607285","12.57491141","10.18796557","10.98457621","16.58522550","10.73020842","10.80427713","10.97008139"," 0.10744405"," 0.10606973"," 0.10893309"," 0.10463292"," 0.09284440"," 0.14822638"," 0.13752211"," 0.13734818"," 0.10190751"," 0.10289883"," 0.12730029"," 0.08657930"," 8.83747449"," 9.22001102"," 8.01311633"," 6.86571218"," 8.20939428","10.32484620","14.49213423"," 6.24660791"," 6.07302762"," 6.89828932"," 9.13671826"," 9.94962224"," 7.96199838"," 8.46016839"," 9.55789346","12.61490957","10.12585504","14.49962563","11.29928642","11.55889986"," 8.24512781","10.97975701","19.58030263"," 9.32431532"," 0.11279447"," 0.08815657"," 0.14397336"," 0.09598734"," 0.10812715"," 0.09121392"," 0.09666937"," 0.09134481"," 0.08311158"," 0.12726095"," 0.10431750"," 0.12652713"," 0.11124018"," 0.09579609"
"P07498","10.47710965","10.08956093","11.93082316","10.54619483"," 9.44949747","10.65673777"," 8.21966340","10.57181258"," 9.37691992","10.61514060","10.05246138"," 7.84956581"," 8.98669116"," 9.68953711"," 7.68220942"," 8.72744485"," 5.52164770","10.01910708"," 9.13362435"," 8.11084634"," 8.76966230"," 7.24812664","10.41954711","10.96262719"," 9.55642422","13.05201970","10.86209939"," 7.07228258"," 2.87368663"," 8.72613443"," 8.31873011","10.93865986"," 8.06324230","10.23020200"," 9.44671671"," 0.09455487"," 9.18662120"," 0.06044896"," 9.12755839","10.65925517"," 5.03954907"," 9.64818895","10.46917179"," 6.96365651","11.02898075"," 8.20917799"," 8.17207501"," 5.25079652"," 8.49452901"," 8.92920848"," 6.35253698"," 6.58894723"," 7.16987047","11.83286932"," 8.85241453"," 8.36580438","10.08230840","13.86172572"," 7.36902474"," 6.06481275"," 7.41471773","10.91448580","14.18701670","10.40368678"," 0.09310598"," 0.08044868"," 0.07627700"," 0.07291868"," 0.05931555"," 0.06395240"," 0.08480857"," 0.08870574"," 0.06060186"," 0.08851053"," 0.07701824"," 0.09787008"," 9.32418116"," 8.03366101"," 9.12286341"," 7.19934172"," 5.38832089"," 6.20813663"," 8.21918515"," 6.65238358"," 6.13752238"," 7.32563027"," 7.96932240","10.69714068","10.44846786","12.72210469"," 8.04703237","12.61305872"," 9.62610745","19.96344097","11.66817330"," 8.84944774"," 7.82380428"," 9.79245161","12.22057851"," 9.77618099"," 0.06881407"," 0.07371749"," 0.09531703"," 0.06652841"," 0.06981638"," 0.06348648"," 0.08827194"," 0.07537344"," 0.05424198"," 0.07631808"," 0.07999412"," 0.09076491"," 0.09375252"," 0.07306302"
"P02788"," 8.30745218"," 7.30802518"," 8.40693377"," 7.20707761"," 7.28809665"," 9.80010162"," 6.41508281"," 9.28615485"," 8.07746873"," 9.52434420"," 6.81907334"," 6.64554113"," 8.71531243"," 8.96914109"," 5.07760031"," 6.63789400"," 7.40375655"," 7.06725268"," 8.10345223"," 7.35926375"," 9.82844243"," 7.36460768"," 7.97182518"," 7.76911194"," 8.57008143"," 6.71334451"," 7.77287703"," 7.35868066"," 6.19036939"," 5.61425165"," 7.76215953"," 5.79531831"," 9.50524384"," 5.54123467"," 8.46444584"," 0.09374478"," 8.30617661"," 0.05531744"," 6.94550581"," 8.46179986"," 8.30930593"," 6.06366631"," 5.32619549"," 7.15430900"," 3.75589014"," 4.96605389"," 6.06005168"," 5.59323039"," 9.45317412","10.34549738"," 6.91097534"," 5.87465060"," 6.74898340"," 7.59269638"," 8.31575147"," 8.04325794"," 7.06955693"," 7.75526702"," 6.13037835"," 7.76209349","10.22627043"," 5.94275738"," 6.57240490"," 8.81243824"," 0.07410796"," 0.05957541"," 0.06979967"," 0.04801918"," 0.06785842"," 0.05235107"," 0.05801391"," 0.07167816"," 0.03178388"," 0.07121920"," 0.04687873"," 0.05211279"," 7.16494094"," 5.94606160"," 4.59301213"," 4.16411757"," 4.87784094"," 7.42213624"," 5.41394279"," 7.23310665"," 5.65907191"," 5.03421157"," 5.28604226"," 4.17388560"," 6.55693984"," 7.60265981"," 5.34307858"," 6.39974505"," 9.25031721"," 8.15779440"," 8.30384867"," 7.48879379"," 7.46690994"," 6.04783690"," 7.46645615"," 5.74514916"," 0.07381609"," 0.06697679"," 0.05770186"," 0.06246527"," 0.06268891"," 0.05472446"," 0.08167569"," 0.05617243"," 0.04458872"," 0.07629670"," 0.06126151"," 0.07763689"," 0.05722335"," 0.06309245"
"P02768"," 7.32391371"," 3.59272681"," 8.08828420"," 6.77734579"," 6.69186378"," 3.93304279"," 6.41121364"," 6.60671424"," 7.12759640"," 8.31921834"," 6.24789679"," 5.48418752"," 7.94484637"," 6.08966343"," 4.70245106"," 7.05429162","11.21513540"," 6.35067446"," 4.29417266"," 5.29990214"," 6.17212172"," 6.67586657"," 7.40410334"," 6.50526166"," 4.43957212"," 7.66158718"," 4.17745335"," 5.70031962"," 4.76397792"," 4.01748111"," 6.57470550"," 8.32221046"," 6.50635166"," 5.47037872"," 6.82352815"," 0.05533421"," 5.08632061"," 0.03200707"," 4.73333997"," 3.49486606"," 6.51841181"," 6.55860660"," 6.14200665"," 5.76165217"," 2.25741348"," 6.71730229"," 6.21041185"," 6.04089584"," 5.59328291"," 6.19997799"," 5.82103449"," 5.69973575"," 8.79637082"," 4.61307421"," 5.79487293"," 6.81641050"," 6.24856596"," 4.25962810"," 5.18602456"," 5.40184115","11.31735786"," 4.83393407"," 8.34238349"," 6.41736782"," 0.03719445"," 0.04377035"," 0.03932877"," 0.04524118"," 0.05492937"," 0.04126383"," 0.03437851"," 0.04985115"," 0.02888703"," 0.03791024"," 0.03934732"," 0.05370759"," 5.17824954"," 5.17587564"," 5.61909879"," 4.79590917"," 7.43448289"," 5.69922871"," 5.37232077"," 4.20896390"," 5.37685017"," 5.52351321"," 3.84185131"," 6.39692158"," 4.74638564"," 5.74462047"," 5.31743925"," 6.37669352"," 7.22300900"," 7.88160707"," 7.32274626"," 7.22504325"," 4.48289688"," 6.36924223","10.12039841"," 4.13738048"," 0.04974517"," 0.06297030"," 0.04085735"," 0.04150374"," 0.04868020"," 0.04556863"," 0.04697052"," 0.04451277"," 0.02940067"," 0.05487183"," 0.04613979"," 0.04043105"," 0.04205768"," 0.04080246"
"P01876","2.49315947","3.06510087","2.44089738","1.53357037","3.37358984","4.40985759","2.97276021","2.44527133","1.91612511","2.58221257","2.99692463","2.26647058","2.91077086","2.00957840","1.89438152","2.28200128","3.28664343","2.38902699","3.03775388","2.87994125","4.10458120","3.19139262","1.55543058","2.45352581","2.65782784","2.50516725","2.81050614","4.47490874","1.66654433","3.32611401","4.68533115","3.54591584","3.67263247","2.32163013","2.51267070","0.03047138","2.49263214","0.01291752","3.29165644","2.88399823","2.28142684","2.98481938","2.70310754","3.38612965","2.02043668","1.45222965","3.60993278","2.10687402","3.03448352","2.98932124","1.97742975","2.09341604","3.64629347","3.29708220","3.86063202","3.70041317","2.29488775","2.28353753","3.64103145","4.34622876","3.46262293","2.97160433","3.26520070","4.43703609","0.03625112","0.02141910","0.02095700","0.02093338","0.02478146","0.02035657","0.03308096","0.02416108","0.01690197","0.03216484","0.01744614","0.01882213","2.60132219","3.25636131","2.22392650","1.54744685","2.45716200","1.66756210","2.87465114","2.74298513","2.61011655","2.22217294","2.03048437","1.51639971","3.18966744","3.35305840","2.73743106","3.14981536","2.77247710","1.82656642","3.70587478","3.23175614","3.76693644","3.58414688","1.60265567","2.87791523","0.01864082","0.01222117","0.03327746","0.01531411","0.01974450","0.02133879","0.01183848","0.02039772","0.01596970","0.01758304","0.01371810","0.03361565","0.01976023","0.02997885"
"P19835","8.05373159","2.33759939","4.09954130","4.15631829","5.39330034","1.85637947","3.77062162","3.31638563","3.60789941","3.61953857","3.71356983","5.01002916","3.71566615","3.10044123","5.97194024","3.28936320","2.98958247","3.02015326","3.28300908","7.82557412","3.34051666","2.86768805","2.92288043","4.62808725","4.01369817","1.23947910","3.45081711","4.80710435","2.21859359","2.64887633","4.59429358","3.89753137","3.55917549","2.75619665","4.06834591","0.04227808","3.03465097","0.03119931","2.25242494","2.72364183","4.02907936","4.93237423","4.44445318","3.25438580","4.72194441","3.78986630","2.77801146","2.58809281","2.48670327","2.12662948","3.09069899","2.55924576","6.28668374","3.06632282","1.96163755","5.49127333","5.26596811","4.43417863","3.15817806","3.05683164","2.51716308","3.76888605","2.44412292","3.51692949","0.02562476","0.02734606","0.03355462","0.02745515","0.02926965","0.03635220","0.03491043","0.03070411","0.01765863","0.06074295","0.06292440","0.03349142","3.24778526","3.13697307","3.13006297","3.05373161","2.21065392","4.52752560","3.47863540","2.36836397","3.08888721","1.97372938","2.84097086","3.88416798","2.05291544","3.11588514","2.15529853","2.49730554","4.51464778","1.15441278","3.38752906","3.32887611","2.70313071","3.31158639","2.02848298","3.50198212","0.04793220","0.02947080","0.03779282","0.02303744","0.03281909","0.03731650","0.03311598","0.03649628","0.01731180","0.03341435","0.04291918","0.02771782","0.01983051","0.02563015"
