"feature"	"1210"	"1215"	"1235"	"1243"	"1251"	"1259"	"1260"	"1270"	"1272"	"129"	"1290"	"1291"	"1306"	"1307"	"1310"	"1312"	"1331"	"1345"	"1353"	"137"	"1410"	"147"	"15"	"1502"	"1507"	"1508"	"151"	"1525"	"1537"	"1538"	"1558"	"1586"	"1589"	"1603"	"1632"	"1652"	"1681"	"1686"	"1695"	"1696"	"185"	"188"	"194"	"197"	"200"	"202"	"203"	"28"	"305"	"310"	"323"	"324"	"327"	"339"	"346"	"350"	"355"	"357"	"359"	"382"	"394"	"399"	"57"	"601"	"635"	"638"	"665"	"667"	"699"	"71"	"720"	"759"	"76"	"762"	"767"	"90"	"908"	"913"	"924"	"931"	"932"	"936"	"938"	"94"	"945"	"946"	"954"	"971"	"979"	"985"	"986"	"993"	"995"	"gname"	"pname"
"group"	1	3	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	3	1	1	1	3	3	3	3	1	1	1	1	3	1	3	3	3	1	3	1	3	1	1	3	1	3	3	1	3	3	1	3	1	1	1	3	1	1	1	1	1	3	3	3	1	3	3	3	3	1	1	3	3	1	1	3	1	3	3	3	1	3	3	3	3	1	3	3	3	3	1	3	3	3	3	NA	NA
"P00709"	22.01529266	33.84931824	30.21421766	17.63028268	22.7999594	23.64838021	31.67822902	27.52736866	33.5258748	16.24431331	21.79457608	32.02550177	24.80154108	34.83511372	27.39551692	25.97592909	25.61505981	26.51986287	25.84829769	22.83571127	26.42159643	25.13807172	32.14789879	27.37451692	24.06445013	26.56474306	29.0633746	23.76002151	26.08849318	17.41642351	24.12512678	28.51463675	23.92802618	32.47516451	20.1251357	24.32936632	28.26443773	12.73192461	23.00419966	32.87836012	23.2063856	25.46383665	27.05179818	20.85672365	32.24875094	25.03348156	17.53825282	24.65720003	22.58556656	21.84358766	19.11228417	24.89953959	18.97686494	19.93160995	23.70667116	10.39685123	23.01641433	21.84705436	19.31103262	20.0402815	30.32349869	24.15026704	23.8899246	21.50196955	9.841321765	21.27814536	19.3768946	19.70928843	22.49760699	21.88493427	22.77547338	22.89985002	26.87586137	8.769257022	19.28198053	26.51657318	0.245026243	0.195850547	0.232351428	0.243509662	0.243980868	0.283101339	0.255223443	24.987485	0.274497734	0.250008917	0.205410104	0.223293339	0.209723849	0.229138417	0.176567243	0.232874118	0.286915578	"LALBA"	"Lactalbumin Alpha"
"P05814"	16.57795155	14.36677163	23.12831656	27.72606689	21.16490151	19.7171192	16.64509543	16.54716233	16.77159964	32.10776008	12.89892873	15.03675291	16.27302643	14.86711735	14.4323447	15.4199224	28.34218685	16.14586491	30.17869368	25.22017997	27.3112354	25.72447637	31.88359487	13.12834778	31.13359241	16.33050137	23.1230023	21.69760769	21.94799384	17.1796042	36.47598407	16.88118739	27.21069817	21.06185832	13.33435121	28.87917088	18.27344258	9.407238987	14.61385223	20.68314038	30.24990162	24.03729444	24.38709299	37.56072954	26.18121224	20.24504382	43.96955341	35.41062312	12.7206986	22.85750895	22.92797759	12.84586377	11.24826755	31.80305734	16.44116799	21.28851515	14.66385768	11.78533844	33.52222724	9.17590388	12.89114022	10.35232586	28.70513324	12.97313399	9.987587897	10.86619002	12.63063004	12.03506291	3.818169868	20.74222087	11.53239257	12.13607714	28.3194266	12.0410964	10.16202665	26.47431237	0.260717221	0.273468118	0.199056172	0.20927287	0.284106129	0.233652916	0.255989947	23.3571042	0.221621488	0.259380686	0.453982634	0.246947294	0.401840758	0.273651324	0.237980317	0.212498388	0.197896119	"CSN2"	"Casein Beta"
"P47710"	8.270499373	8.837474491	5.088921266	8.971805659	9.358169045	8.656021932	10.35021617	8.240709009	9.22001102	3.757660224	5.752641325	7.671015188	8.049783853	7.580562726	6.59883214	12.43615512	6.207685028	7.54167739	8.013116334	10.60056424	8.017165225	6.829036531	6.865712178	8.084363859	9.794936959	7.565727547	12.86444216	11.13374259	12.61397125	8.247087981	8.209394283	9.61783788	8.460641456	10.3248462	3.653640246	10.3003306	9.707463764	4.717022879	8.347348932	8.920502113	6.857653549	14.49213423	8.571894667	6.246607908	6.07302762	10.18539996	6.898289317	9.13671826	10.72426628	9.949622243	9.279593553	10.72423479	17.04032014	7.961998383	11.0921912	12.13359038	11.1519392	8.572969285	11.04762129	8.460168388	9.557893455	12.61490957	11.28258487	10.12585504	14.49962563	11.29928642	11.55889986	10.17224118	12.8912834	8.245127811	10.97975701	10.8465185	7.803635209	19.58030263	10.44748983	9.324315324	0.11279447	0.088156572	0.062788325	0.143973363	0.095987337	0.108127149	0.091213915	11.98261714	0.096669366	0.091344805	0.083111582	0.127260953	0.076131578	0.1043175	0.126527133	0.111240177	0.095796088	"CSN1S1"	"Casein Alpha S1"
"P07498"	10.47710965	9.324181158	7.502167493	10.08956093	12.20414057	11.93082316	10.54619483	9.449497466	8.033661005	10.65673777	11.06994331	8.219663404	10.57181258	9.376919916	10.6151406	10.05246138	7.849565812	8.986691164	9.122863414	9.689537113	8.752589425	8.172075012	7.199341718	8.024840881	7.331199446	7.210229506	7.682209421	8.727444848	5.755600918	8.443474724	5.388320888	7.396164543	8.950992152	6.208136627	10.13627796	6.816216889	8.929301818	9.539012032	6.42439944	5.521647698	10.01910708	8.219185152	9.133624351	6.652383584	6.137522377	8.110846338	7.325630267	7.969322403	8.769662304	10.69714068	7.248126643	10.41954711	10.96262719	10.44846786	9.556424217	13.0520197	10.86209939	7.072282575	2.873686635	12.72210469	8.047032373	12.61305872	8.726134433	9.626107449	19.96344097	11.6681733	8.849447742	8.318730109	10.93865986	7.823804277	9.79245161	8.063242305	10.230202	12.22057851	9.446716713	9.776180988	0.06881407	0.073717493	0.094554867	0.095317028	0.066528406	0.069816377	0.063486484	9.1866212	0.088271943	0.075373439	0.054241977	0.076318084	0.060448957	0.079994123	0.090764911	0.093752518	0.073063016	"CSN3"	"Casein Kappa"
"P02788"	8.307452177	7.164940942	7.126299626	7.308025183	6.970605557	8.406933769	7.207077606	7.28809665	5.946061598	9.800101615	9.578665972	6.415082811	9.286154851	8.077468726	9.524344203	6.819073341	6.645541133	8.71531243	4.593012128	8.969141093	5.959099028	6.060051683	4.164117572	9.151742016	4.807048752	8.316223412	5.077600308	6.637894005	6.991334944	10.07348469	4.87784094	7.151714289	6.973690623	7.422136237	9.217090144	7.34138093	7.806409094	10.95621822	10.01688921	7.403756554	7.067252678	5.413942787	8.103452234	7.233106649	5.659071907	7.359263751	5.034211573	5.286042264	9.828442432	4.173885599	7.364607683	7.971825179	7.769111942	6.556939845	8.570081431	6.71334451	7.772877028	7.35868066	6.19036939	7.60265981	5.343078582	6.39974505	5.614251651	9.250317208	8.157794403	8.303848674	7.48879379	7.762159529	5.795318309	7.466909944	6.047836901	9.50524384	5.54123467	7.466456148	8.46444584	5.745149162	0.073816088	0.066976788	0.093744779	0.057701859	0.062465272	0.062688914	0.054724461	8.306176609	0.081675691	0.056172435	0.044588719	0.076296702	0.05531744	0.061261509	0.077636889	0.057223353	0.063092448	"LTF"	"Lactotransferrin"
"P02768"	7.323913715	5.178249545	6.412700099	3.592726809	3.502175101	8.088284196	6.777345786	6.691863783	5.175875636	3.933042786	5.607394834	6.411213642	6.606714243	7.127596399	8.319218338	6.247896789	5.484187522	7.944846371	5.619098794	6.089663433	6.612809428	6.210411849	4.795909171	3.763735454	6.780679339	6.225773391	4.702451057	7.054291618	5.198172364	6.924750579	7.434482894	8.059798445	3.653991304	5.69922871	7.680908453	7.014720002	5.629957139	4.844920247	5.575002762	11.2151354	6.35067446	5.372320773	4.294172661	4.208963897	5.376850167	5.299902142	5.523513205	3.841851313	6.172121722	6.396921576	6.675866567	7.404103335	6.505261656	4.746385639	4.43957212	7.661587179	4.17745335	5.70031962	4.76397792	5.744620466	5.317439245	6.376693516	4.017481111	7.223009005	7.881607066	7.322746259	7.225043251	6.574705505	8.322210463	4.482896876	6.369242227	6.506351661	5.47037872	10.12039841	6.823528152	4.137380477	0.049745174	0.062970302	0.055334212	0.040857346	0.041503739	0.0486802	0.045568632	5.086320614	0.046970524	0.044512767	0.029400666	0.054871831	0.032007066	0.046139795	0.04043105	0.042057682	0.040802463	"ALB"	"Albumin"
"P01876"	2.493159473	2.601322189	2.563076273	3.065100866	3.28517107	2.440897383	1.533570369	3.373589842	3.256361312	4.409857593	4.607074648	2.972760208	2.445271329	1.916125106	2.582212574	2.996924632	2.266470576	2.910770864	2.2239265	2.009578401	2.833626292	3.609932781	1.547446849	3.619804184	2.707190627	4.002771216	1.89438152	2.282001279	2.900395144	4.473767015	2.457161997	3.432187464	2.818470535	1.667562103	4.047577881	2.634835725	2.636764378	5.82901944	4.455984317	3.286643432	2.389026994	2.874651142	3.037753883	2.742985132	2.610116555	2.87994125	2.222172938	2.030484374	4.104581202	1.516399712	3.19139262	1.555430579	2.453525811	3.189667441	2.657827836	2.505167247	2.810506138	4.474908739	1.666544327	3.353058396	2.737431061	3.149815363	3.326114011	2.772477098	1.826566419	3.705874778	3.231756145	4.68533115	3.545915838	3.766936438	3.584146877	3.672632468	2.321630126	1.602655667	2.512670698	2.877915234	0.018640819	0.01222117	0.030471381	0.033277463	0.015314113	0.019744498	0.021338791	2.492632137	0.011838484	0.020397716	0.015969699	0.017583041	0.012917517	0.013718101	0.033615651	0.019760231	0.029978852	"IGHA1"	"Immunoglobulin Heavy Constant Alpha 1"
"P19835"	8.053731587	3.247785263	3.40284847	2.337599392	2.556572249	4.099541305	4.15631829	5.393300339	3.136973073	1.856379472	2.155089808	3.770621624	3.316385629	3.607899414	3.619538565	3.713569829	5.010029165	3.715666151	3.130062969	3.100441234	3.186477696	2.778011464	3.053731611	2.369586234	4.725831033	3.457902102	5.971940237	3.289363198	2.453290023	2.531810187	2.210653917	3.384930024	2.997498746	4.527525603	4.770322127	3.298709376	3.662125405	1.148234149	2.589637773	2.989582472	3.020153259	3.478635396	3.283009076	2.36836397	3.088887212	7.825574115	1.973729377	2.840970864	3.340516662	3.884167983	2.867688053	2.922880433	4.628087249	2.052915436	4.013698171	1.239479097	3.450817113	4.807104348	2.218593587	3.115885139	2.155298531	2.497305535	2.64887633	4.514647777	1.154412776	3.387529057	3.32887611	4.594293583	3.897531366	2.703130712	3.311586393	3.559175494	2.756196652	2.028482977	4.068345909	3.501982119	0.047932202	0.029470805	0.042278082	0.037792823	0.023037443	0.032819086	0.0373165	3.034650969	0.033115982	0.036496282	0.017311799	0.033414352	0.031199313	0.042919183	0.027717817	0.019830511	0.025630147	"CEL"	"Carboxyl Ester Lipase"
"P61769"	1.52410519	0.662111467	1.589051701	0.782969842	0.715516281	1.437380322	1.192365548	1.852719953	0.938647664	1.110282405	1.244878465	1.17262916	1.232588528	1.660854995	1.133183856	1.31081637	2.147724001	1.556489607	0.952121995	1.125724102	1.264801445	0.770058849	0.914664883	1.838352058	1.117763862	1.847184534	0.864095812	1.270368616	0.749390397	1.798979578	0.767346104	1.0965403	1.093205917	0.904650191	2.324197026	1.565223328	1.310325559	2.789066948	1.533284361	1.183636143	1.126774462	1.03467909	0.998675131	0.852822865	1.073723359	0.953931745	0.930574347	0.898098858	2.083400437	1.805719711	0.663397097	1.223340298	2.295417121	1.598123692	1.649264726	2.764721423	2.230356507	2.332238887	4.265164878	2.180463818	1.959748763	2.005988182	0.745935892	1.937902184	2.659738537	1.915954902	1.700249012	1.452963019	2.980189602	1.080455969	2.490460755	2.031882321	1.086191772	3.999244505	2.005345799	1.036922565	0.015761546	0.009096019	0.015440662	0.009377736	0.006120247	0.008916989	0.013871491	0.769454032	0.012247973	0.0054261	0.006954112	0.008303207	0.008628706	0.007153691	0.008202221	0.012718497	0.010236067	"B2M"	"Beta-2-Microglobulin"
"P61626"	0.624799324	1.612617459	0.494219383	0.177647597	0.114537116	1.179336649	1.094114418	0.412130666	1.757266836	1.300882905	4.13092224	2.014637798	3.797829107	1.113967618	0.89573634	0.338863247	0.434671697	1.582145815	0.458802575	0.810287541	1.194944157	3.207826738	1.311987336	2.776259329	1.636437021	2.650245495	0.404207025	3.1229821	0.993561771	2.818996917	2.238546485	2.159810655	1.966758152	1.646143874	2.991439837	1.256593436	3.257124842	3.95060759	2.616776173	1.602611354	0.824557599	0.460522008	0.430420355	1.026528456	1.431875097	0.871304081	0.532073279	1.445632892	0.693862625	1.96368178	1.147901861	3.072524507	2.441320483	0.574113392	0.467544077	3.33611439	2.682976621	0.46953911	1.830013434	2.76379449	6.126207579	1.432425649	1.377910709	1.65775145	7.323364983	3.194741558	4.83748372	1.274905262	3.069195727	1.80926605	2.102363432	1.84984196	1.817305418	8.211665906	2.262725217	0.553848912	0.013958432	0.006557498	0.008466069	0.005646421	0.023650528	0.028540495	0.010794369	1.092218786	0.007510358	0.016310187	0.01964528	0.020379286	0.023328427	0.01798402	0.025647128	0.0394101	0.014795934	"LYZ"	"Lysozyme"
"P01591"	1.477287308	1.220158146	1.301478848	1.230775451	1.658445519	0.816451017	0.594144447	1.150978807	1.199192725	1.325758382	2.454145531	1.305032136	1.609269049	0.666558367	1.021343198	1.236729422	1.104989589	1.223621755	0.735906919	0.288627087	1.144914482	0.682474053	0.219446532	1.555500209	0.71059503	1.489863426	0.261815277	0.694885761	0.872917309	1.920161751	0.808919817	1.104262104	0.790585901	0.507738013	2.062867554	0.864883321	0.87708806	2.833831027	1.70439726	1.033587833	0.243802303	0.401199012	0.440411118	0.751616349	0.369701331	0.677226129	0.358605899	0.275208959	1.870424418	0.393658103	1.242533312	0.473365085	0.860411948	0.183401197	0.76432674	0.94606229	1.154189125	1.686493805	0.002689498	1.104846404	1.038565881	1.321963374	0.511143921	1.285451963	1.600461611	1.471748983	1.436287342	1.84506251	0.817010092	1.533994103	1.658532891	1.752615858	0.35665991	0.025127018	1.044022109	0.418242772	0.003072609	0.002980344	0.007703672	0.006323873	0.003791729	0.004885931	0.005399962	0.543499226	0.002938905	0.005449943	0.003881878	0.003622289	0.003239385	0.00321771	0.007188756	0.004016287	0.006126355	"JCHAIN"	"Joining Chain Of Multimeric Iga And Igm"
"P01833"	1.706823607	1.387292501	1.422286594	1.678121078	1.524349487	1.615115973	1.632307707	1.880559267	1.334398964	1.669207189	2.216749545	1.624006459	1.741655498	1.518567997	1.90984645	1.826781238	1.699009064	1.816092999	1.159084562	0.85310055	1.740904497	0.898563091	0.941280969	1.893267891	0.873350539	1.684209952	0.958443201	1.151810962	1.199889371	2.059211266	0.877396248	1.479144659	1.15500182	1.311911513	2.086853978	1.481900534	1.121382106	2.893484168	1.874452819	1.126392279	0.825408535	0.989627329	1.144022687	0.867541821	0.812771166	1.073822039	0.714876068	0.631166643	1.869378709	1.648751683	1.261771471	1.533099672	1.253887273	1.14696964	1.578260775	1.293499116	1.524275395	1.761896156	0.671683282	1.843518532	1.180512163	1.514738132	0.842259553	1.593973969	1.241250433	1.668493949	1.476629481	1.584467474	1.608696151	1.468949567	1.422183344	1.624360149	0.924021464	1.115900161	1.510427315	0.971116435	0.010004555	0.010023155	0.014845183	0.012426271	0.00893263	0.010406941	0.010501653	0.900624693	0.010624504	0.009329559	0.007802017	0.011095175	0.007543636	0.009565892	0.014775077	0.011294227	0.010641163	"PIGR"	"Polymeric Immunoglobulin Receptor"
"P10451"	1.345939887	1.475232899	0.873868551	0.838140576	0.822850213	1.674722187	1.153469022	1.207836299	1.532048643	0.30790405	0.784211013	1.132621949	1.180016015	1.543607149	2.922634382	1.041644041	0.985797196	1.911777397	1.041156621	0.462743856	0.583773	0.577920037	0.193288491	1.243525819	0.688030107	1.437070448	0.21053266	2.320482469	1.690277727	1.206276687	0.828504713	1.7086808	1.664263653	0.980063955	2.912932444	1.138300135	1.445080433	2.746789762	1.246392702	1.029901675	0.449294543	0.443303515	0.482475644	0.41921631	0.470308579	0.545773026	0.337246362	0.302167498	0.785100715	1.301253206	0.979718269	1.032775513	0.743174545	0.487878693	0.944204664	0.475723246	0.994683227	0.891023533	0.1799045	1.430112585	0.954952414	1.094123364	0.338102386	1.015559768	0.737700987	1.593953688	1.722011679	1.280888223	1.217482543	0.569619283	1.454793538	1.01277455	0.28443175	0.873862541	1.58655083	0.303358365	0.003925028	0.009243139	0.004599207	0.005168237	0.006698629	0.00398525	0.004363793	0.368321918	0.005389997	0.003184006	0.003334178	0.005643807	0.004581492	0.00521623	0.008286482	0.003599603	0.010747186	"SPP1"	"Secreted Phosphoprotein 1"
"P02647"	0.1771557	0.138892874	0.178024983	0.054486172	0.048953098	0.343941602	0.125811564	0.114313483	0.160725947	0.156067486	0.101304426	0.139870473	0.21018689	0.185809889	0.152843714	0.096343774	0.152259286	0.278233386	0.126964374	0.154953603	0.125667012	0.164988062	0.207475484	0.227556011	0.299441329	0.416115015	0.141515992	0.295620062	0.2665522	0.149558131	0.07938953	0.261548534	0.126395005	0.174189596	0.31221571	0.064766189	0.349560882	0.101342516	0.149261201	0.19194041	0.206997054	0.429962381	0.237591595	0.275350389	0.665942676	0.293627829	0.131927436	0.05830058	0.163132311	0.46237341	0.266553709	0.549922685	0.376173826	0.37476252	0.527728022	0.311567355	0.572472793	0.474151575	0.411953949	0.654388966	0.300445214	0.51953445	0.10860164	0.43566734	0.335121272	0.315453114	0.696064308	0.459601778	0.470023986	0.041480822	0.366602461	0.505703032	0.174619998	0.521455383	0.271834295	0.33499825	0.002325731	0.003175441	0.002112826	0.002507846	0.001379731	0.002412876	0.001943753	0.185742643	0.002489288	0.001197054	0.001118566	0.002387312	0.000417051	0.002339178	0.001835502	0.001079403	0.001318527	"APOA1"	"Apolipoprotein A1"
"P47989"	0.47837384	0.244061379	0.278003251	0.317766107	0.344351133	0.578900884	0.342925244	0.533390376	0.444636453	0.142630548	0.277224735	0.374756137	0.288461095	0.294231031	0.515765871	0.509878056	0.4198642	0.462279636	0.422235771	0.207603599	0.37512242	0.307126749	0.13015266	0.256026154	0.714115798	0.367898694	0.177335414	0.487443232	0.573746938	0.425889681	0.430160665	0.72862943	0.396062784	0.550664464	0.232986973	0.300297612	0.270113995	0.190764092	0.415851926	0.430732971	0.181751108	0.205215131	0.206265134	0.274641834	0.203570155	0.310583803	0.206133803	0.264959639	0.467344677	0.272367091	0.825963296	0.755374741	0.633453994	0.339241528	0.543059484	0.606279041	0.468146128	0.711251897	0.375344832	0.767307794	0.602404877	0.635784847	0.296941926	0.45059209	0.230765207	0.191261728	0.43764075	0.458101727	0.382671225	0.118973224	0.390007281	0.639289469	0.07638471	0.106712889	0.461267529	0.333461071	0.002702024	0.004291983	0.002751783	0.002866499	0.005866723	0.003281539	0.004866464	0.205018925	0.003768362	0.003999572	0.001949134	0.003027011	0.003234814	0.00405816	0.002778485	0.003588237	0.001595468	"XDH"	"Xanthine Dehydrogenase"
